sample,structure,interval,step,crash_frac,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,bench_return,bench_sharpe
2011,A65,14,0.2,0.0,1.5865,0.0624,-0.259,0.1274,0.54,8.8541,0.815
2011,A65,14,0.2,0.25,2.7359,0.0875,-0.2718,0.1614,0.602,8.8541,0.815
2011,A65,14,0.2,0.5,3.0639,0.0934,-0.2718,0.1662,0.622,8.8541,0.815
2011,A65,14,0.2,0.75,3.202,0.0957,-0.2718,0.1682,0.629,8.8541,0.815
2011,A65,14,0.2,1.0,3.3376,0.0979,-0.2718,0.1693,0.638,8.8541,0.815
2011,A65,14,0.3,0.0,2.032,0.0732,-0.2718,0.1439,0.564,8.8541,0.815
2011,A65,14,0.3,0.25,2.8044,0.0888,-0.2718,0.1635,0.603,8.8541,0.815
2011,A65,14,0.3,0.5,3.0871,0.0938,-0.2718,0.1677,0.62,8.8541,0.815
2011,A65,14,0.3,0.75,3.2383,0.0963,-0.2718,0.1694,0.629,8.8541,0.815
2011,A65,14,0.3,1.0,3.3729,0.0985,-0.2718,0.1705,0.638,8.8541,0.815
2011,A65,14,0.4,0.0,2.1922,0.0767,-0.2718,0.1549,0.556,8.8541,0.815
2011,A65,14,0.4,0.25,2.8275,0.0892,-0.2718,0.1656,0.6,8.8541,0.815
2011,A65,14,0.4,0.5,3.1179,0.0943,-0.2718,0.1693,0.618,8.8541,0.815
2011,A65,14,0.4,0.75,3.2845,0.0971,-0.2718,0.1708,0.629,8.8541,0.815
2011,A65,14,0.4,1.0,3.4277,0.0994,-0.2718,0.1718,0.639,8.8541,0.815
2011,A65,14,0.5,0.0,2.1842,0.0765,-0.2718,0.1648,0.531,8.8541,0.815
2011,A65,14,0.5,0.25,2.843,0.0895,-0.2718,0.1678,0.596,8.8541,0.815
2011,A65,14,0.5,0.5,3.163,0.0951,-0.2718,0.171,0.618,8.8541,0.815
2011,A65,14,0.5,0.75,3.3332,0.0978,-0.2718,0.1724,0.629,8.8541,0.815
2011,A65,14,0.5,1.0,3.4841,0.1002,-0.2718,0.1733,0.639,8.8541,0.815
2011,A65,21,0.02,0.0,0.1076,0.0065,-0.0248,0.0111,0.594,8.8541,0.815
2011,A65,21,0.02,0.25,2.6967,0.0868,-0.2718,0.1569,0.61,8.8541,0.815
2011,A65,21,0.02,0.5,3.0682,0.0934,-0.2718,0.1634,0.63,8.8541,0.815
2011,A65,21,0.02,0.75,3.1953,0.0956,-0.2718,0.1663,0.634,8.8541,0.815
2011,A65,21,0.02,1.0,3.3086,0.0975,-0.2718,0.1683,0.638,8.8541,0.815
2011,A65,21,0.05,0.0,0.2924,0.0165,-0.0616,0.0279,0.602,8.8541,0.815
2011,A65,21,0.05,0.25,2.7053,0.087,-0.2718,0.1572,0.61,8.8541,0.815
2011,A65,21,0.05,0.5,3.0723,0.0935,-0.2718,0.1636,0.63,8.8541,0.815
2011,A65,21,0.05,0.75,3.1983,0.0956,-0.2718,0.1665,0.633,8.8541,0.815
2011,A65,21,0.05,1.0,3.3403,0.098,-0.2718,0.1683,0.641,8.8541,0.815
2011,A65,21,0.1,0.0,0.663,0.0329,-0.1219,0.0564,0.604,8.8541,0.815
2011,A65,21,0.1,0.25,2.7298,0.0874,-0.2718,0.1577,0.612,8.8541,0.815
2011,A65,21,0.1,0.5,3.0779,0.0936,-0.2718,0.1641,0.629,8.8541,0.815
2011,A65,21,0.1,0.75,3.2335,0.0962,-0.2718,0.1669,0.635,8.8541,0.815
2011,A65,21,0.1,1.0,3.3931,0.0988,-0.2718,0.1684,0.645,8.8541,0.815
2011,A65,21,0.15,0.0,1.047,0.0467,-0.1693,0.0823,0.596,8.8541,0.815
2011,A65,21,0.15,0.25,2.7513,0.0878,-0.2718,0.1584,0.612,8.8541,0.815
2011,A65,21,0.15,0.5,3.0857,0.0937,-0.2718,0.1647,0.628,8.8541,0.815
2011,A65,21,0.15,0.75,3.2961,0.0972,-0.2718,0.1671,0.64,8.8541,0.815
2011,A65,21,0.15,1.0,3.4458,0.0996,-0.2718,0.1685,0.649,8.8541,0.815
2011,A65,21,0.2,0.0,1.4308,0.0582,-0.209,0.1002,0.616,8.8541,0.815
2011,A65,21,0.2,0.25,2.7707,0.0882,-0.2718,0.1591,0.612,8.8541,0.815
2011,A65,21,0.2,0.5,3.1448,0.0947,-0.2718,0.165,0.633,8.8541,0.815
2011,A65,21,0.2,0.75,3.3569,0.0982,-0.2718,0.1673,0.645,8.8541,0.815
2011,A65,21,0.2,1.0,3.4985,0.1005,-0.2718,0.1686,0.654,8.8541,0.815
2011,A65,21,0.3,0.0,1.905,0.0703,-0.2532,0.1233,0.614,8.8541,0.815
2011,A65,21,0.3,0.25,2.8564,0.0897,-0.2718,0.1604,0.617,8.8541,0.815
2011,A65,21,0.3,0.5,3.2662,0.0968,-0.2718,0.1657,0.642,8.8541,0.815
2011,A65,21,0.3,0.75,3.4648,0.0999,-0.2718,0.1678,0.653,8.8541,0.815
2011,A65,21,0.3,1.0,3.6036,0.1021,-0.2718,0.1691,0.661,8.8541,0.815
2011,A65,21,0.4,0.0,2.329,0.0796,-0.2676,0.1351,0.636,8.8541,0.815
2011,A65,21,0.4,0.25,2.9692,0.0917,-0.2718,0.1615,0.626,8.8541,0.815
2011,A65,21,0.4,0.5,3.3833,0.0987,-0.2718,0.1665,0.65,8.8541,0.815
2011,A65,21,0.4,0.75,3.5649,0.1015,-0.2718,0.1685,0.66,8.8541,0.815
2011,A65,21,0.4,1.0,3.7083,0.1037,-0.2718,0.1697,0.668,8.8541,0.815
2011,A65,21,0.5,0.0,2.8051,0.0888,-0.2714,0.1451,0.66,8.8541,0.815
2011,A65,21,0.5,0.25,3.0799,0.0936,-0.2718,0.1627,0.633,8.8541,0.815
2011,A65,21,0.5,0.5,3.493,0.1004,-0.2718,0.1675,0.656,8.8541,0.815
2011,A65,21,0.5,0.75,3.6619,0.103,-0.2718,0.1693,0.665,8.8541,0.815
2011,A65,21,0.5,1.0,3.8102,0.1052,-0.2718,0.1704,0.674,8.8541,0.815
2011,A65,28,0.02,0.0,0.0699,0.0043,-0.0203,0.0084,0.52,8.8541,0.815
2011,A65,28,0.02,0.25,2.7088,0.087,-0.2718,0.1569,0.612,8.8541,0.815
2011,A65,28,0.02,0.5,3.0739,0.0935,-0.2718,0.1634,0.631,8.8541,0.815
2011,A65,28,0.02,0.75,3.1995,0.0957,-0.2718,0.1663,0.634,8.8541,0.815
2011,A65,28,0.02,1.0,3.303,0.0974,-0.2718,0.1683,0.638,8.8541,0.815
2011,A65,28,0.05,0.0,0.1861,0.0109,-0.0503,0.021,0.53,8.8541,0.815
2011,A65,28,0.05,0.25,2.7312,0.0874,-0.2718,0.1571,0.614,8.8541,0.815
2011,A65,28,0.05,0.5,3.0875,0.0938,-0.2718,0.1636,0.631,8.8541,0.815
2011,A65,28,0.05,0.75,3.2064,0.0958,-0.2718,0.1664,0.634,8.8541,0.815
2011,A65,28,0.05,1.0,3.3264,0.0977,-0.2718,0.1683,0.64,8.8541,0.815
2011,A65,28,0.1,0.0,0.4046,0.0219,-0.0995,0.0424,0.533,8.8541,0.815
2011,A65,28,0.1,0.25,2.7751,0.0883,-0.2718,0.1575,0.617,8.8541,0.815
2011,A65,28,0.1,0.5,3.1095,0.0942,-0.2718,0.1639,0.632,8.8541,0.815
2011,A65,28,0.1,0.75,3.2172,0.096,-0.2718,0.1668,0.634,8.8541,0.815
2011,A65,28,0.1,1.0,3.3653,0.0984,-0.2718,0.1684,0.643,8.8541,0.815
2011,A65,28,0.15,0.0,0.6561,0.0326,-0.1475,0.0642,0.533,8.8541,0.815
2011,A65,28,0.15,0.25,2.8192,0.0891,-0.2718,0.158,0.62,8.8541,0.815
2011,A65,28,0.15,0.5,3.1308,0.0945,-0.2718,0.1644,0.633,8.8541,0.815
2011,A65,28,0.15,0.75,3.2847,0.0971,-0.2718,0.167,0.64,8.8541,0.815
2011,A65,28,0.15,1.0,3.4043,0.099,-0.2718,0.1684,0.646,8.8541,0.815
2011,A65,28,0.2,0.0,0.9018,0.0418,-0.1801,0.0844,0.528,8.8541,0.815
2011,A65,28,0.2,0.25,2.8627,0.0898,-0.2718,0.1586,0.623,8.8541,0.815
2011,A65,28,0.2,0.5,3.1674,0.0951,-0.2718,0.1648,0.635,8.8541,0.815
2011,A65,28,0.2,0.75,3.3488,0.0981,-0.2718,0.1671,0.645,8.8541,0.815
2011,A65,28,0.2,1.0,3.4432,0.0996,-0.2718,0.1685,0.649,8.8541,0.815
2011,A65,28,0.3,0.0,1.263,0.0534,-0.2092,0.1089,0.533,8.8541,0.815
2011,A65,28,0.3,0.25,2.9896,0.0921,-0.2718,0.1597,0.633,8.8541,0.815
2011,A65,28,0.3,0.5,3.3264,0.0977,-0.2718,0.1653,0.648,8.8541,0.815
2011,A65,28,0.3,0.75,3.4391,0.0995,-0.2718,0.1675,0.652,8.8541,0.815
2011,A65,28,0.3,1.0,3.521,0.1008,-0.2718,0.1688,0.655,8.8541,0.815
2011,A65,28,0.4,0.0,1.4549,0.0588,-0.2461,0.1225,0.529,8.8541,0.815
2011,A65,28,0.4,0.25,3.177,0.0953,-0.2718,0.1605,0.649,8.8541,0.815
2011,A65,28,0.4,0.5,3.4416,0.0996,-0.2718,0.1658,0.657,8.8541,0.815
2011,A65,28,0.4,0.75,3.5298,0.101,-0.2718,0.1679,0.658,8.8541,0.815
2011,A65,28,0.4,1.0,3.5987,0.102,-0.2718,0.1693,0.66,8.8541,0.815
2011,A65,28,0.5,0.0,1.6948,0.0651,-0.2718,0.1342,0.539,8.8541,0.815
2011,A65,28,0.5,0.25,3.3127,0.0975,-0.2718,0.1613,0.659,8.8541,0.815
2011,A65,28,0.5,0.5,3.5461,0.1012,-0.2718,0.1665,0.664,8.8541,0.815
2011,A65,28,0.5,0.75,3.6218,0.1024,-0.2718,0.1685,0.664,8.8541,0.815
2011,A65,28,0.5,1.0,3.6774,0.1032,-0.2718,0.1698,0.665,8.8541,0.815
2011,A65,42,0.02,0.0,0.0492,0.0031,-0.0138,0.006,0.515,8.8541,0.815
2011,A65,42,0.02,0.25,2.6949,0.0868,-0.2718,0.1568,0.61,8.8541,0.815
2011,A65,42,0.02,0.5,3.0591,0.0933,-0.2718,0.1633,0.629,8.8541,0.815
2011,A65,42,0.02,0.75,3.1854,0.0954,-0.2718,0.1662,0.633,8.8541,0.815
2011,A65,42,0.02,1.0,3.2829,0.097,-0.2718,0.1683,0.636,8.8541,0.815
2011,A65,42,0.05,0.0,0.1301,0.0078,-0.0324,0.015,0.528,8.8541,0.815
2011,A65,42,0.05,0.25,2.6966,0.0868,-0.2718,0.157,0.61,8.8541,0.815
2011,A65,42,0.05,0.5,3.0508,0.0931,-0.2718,0.1635,0.628,8.8541,0.815
2011,A65,42,0.05,0.75,3.1715,0.0952,-0.2718,0.1663,0.631,8.8541,0.815
2011,A65,42,0.05,1.0,3.2761,0.0969,-0.2718,0.1683,0.635,8.8541,0.815
2011,A65,42,0.1,0.0,0.2767,0.0157,-0.0646,0.0302,0.532,8.8541,0.815
2011,A65,42,0.1,0.25,2.6992,0.0868,-0.2718,0.1573,0.61,8.8541,0.815
2011,A65,42,0.1,0.5,3.0368,0.0929,-0.2718,0.1637,0.626,8.8541,0.815
2011,A65,42,0.1,0.75,3.1483,0.0948,-0.2718,0.1665,0.629,8.8541,0.815
2011,A65,42,0.1,1.0,3.2647,0.0967,-0.2718,0.1683,0.634,8.8541,0.815
2011,A65,42,0.15,0.0,0.4395,0.0235,-0.0966,0.0455,0.533,8.8541,0.815
2011,A65,42,0.15,0.25,2.7015,0.0869,-0.2718,0.1576,0.609,8.8541,0.815
2011,A65,42,0.15,0.5,3.0225,0.0927,-0.2718,0.1639,0.624,8.8541,0.815
2011,A65,42,0.15,0.75,3.1249,0.0944,-0.2718,0.1668,0.626,8.8541,0.815
2011,A65,42,0.15,1.0,3.2531,0.0965,-0.2718,0.1684,0.633,8.8541,0.815
2011,A65,42,0.2,0.0,0.6197,0.0312,-0.1284,0.0612,0.534,8.8541,0.815
2011,A65,42,0.2,0.25,2.7036,0.0869,-0.2718,0.158,0.608,8.8541,0.815
2011,A65,42,0.2,0.5,3.008,0.0924,-0.2718,0.1642,0.622,8.8541,0.815
2011,A65,42,0.2,0.75,3.1087,0.0941,-0.2718,0.1669,0.624,8.8541,0.815
2011,A65,42,0.2,1.0,3.2413,0.0964,-0.2718,0.1684,0.632,8.8541,0.815
2011,A65,42,0.3,0.0,0.9798,0.0444,-0.187,0.0904,0.527,8.8541,0.815
2011,A65,42,0.3,0.25,2.7069,0.087,-0.2718,0.1589,0.606,8.8541,0.815
2011,A65,42,0.3,0.5,2.9782,0.0919,-0.2718,0.1649,0.617,8.8541,0.815
2011,A65,42,0.3,0.75,3.1036,0.0941,-0.2718,0.1671,0.623,8.8541,0.815
2011,A65,42,0.3,1.0,3.2173,0.096,-0.2718,0.1686,0.629,8.8541,0.815
2011,A65,42,0.4,0.0,1.2105,0.0518,-0.2349,0.1102,0.514,8.8541,0.815
2011,A65,42,0.4,0.25,2.7091,0.087,-0.2718,0.16,0.603,8.8541,0.815
2011,A65,42,0.4,0.5,2.9852,0.092,-0.2718,0.1653,0.617,8.8541,0.815
2011,A65,42,0.4,0.75,3.0978,0.094,-0.2718,0.1674,0.622,8.8541,0.815
2011,A65,42,0.4,1.0,3.1928,0.0955,-0.2718,0.1688,0.627,8.8541,0.815
2011,A65,42,0.5,0.0,1.3843,0.0569,-0.2718,0.1274,0.499,8.8541,0.815
2011,A65,42,0.5,0.25,2.7396,0.0876,-0.2718,0.1607,0.604,8.8541,0.815
2011,A65,42,0.5,0.5,2.9967,0.0922,-0.2718,0.1657,0.617,8.8541,0.815
2011,A65,42,0.5,0.75,3.0912,0.0938,-0.2718,0.1677,0.62,8.8541,0.815
2011,A65,42,0.5,1.0,3.1676,0.0951,-0.2718,0.1691,0.623,8.8541,0.815
2011,A65,63,0.02,0.0,0.0383,0.0024,-0.0089,0.0034,0.698,8.8541,0.815
2011,A65,63,0.02,0.25,2.6986,0.0868,-0.2718,0.1568,0.611,8.8541,0.815
2011,A65,63,0.02,0.5,3.0677,0.0934,-0.2718,0.1633,0.63,8.8541,0.815
2011,A65,63,0.02,0.75,3.1969,0.0956,-0.2718,0.1662,0.634,8.8541,0.815
2011,A65,63,0.02,1.0,3.2986,0.0973,-0.2718,0.1683,0.637,8.8541,0.815
2011,A65,63,0.05,0.0,0.1015,0.0062,-0.0193,0.0086,0.725,8.8541,0.815
2011,A65,63,0.05,0.25,2.706,0.087,-0.2718,0.1568,0.612,8.8541,0.815
2011,A65,63,0.05,0.5,3.0723,0.0935,-0.2718,0.1633,0.63,8.8541,0.815
2011,A65,63,0.05,0.75,3.2003,0.0957,-0.2718,0.1662,0.634,8.8541,0.815
2011,A65,63,0.05,1.0,3.3153,0.0976,-0.2718,0.1683,0.639,8.8541,0.815
2011,A65,63,0.1,0.0,0.2148,0.0125,-0.0375,0.0172,0.732,8.8541,0.815
2011,A65,63,0.1,0.25,2.7182,0.0872,-0.2718,0.1569,0.613,8.8541,0.815
2011,A65,63,0.1,0.5,3.0798,0.0936,-0.2718,0.1634,0.631,8.8541,0.815
2011,A65,63,0.1,0.75,3.2057,0.0958,-0.2718,0.1663,0.634,8.8541,0.815
2011,A65,63,0.1,1.0,3.3433,0.098,-0.2718,0.1683,0.641,8.8541,0.815
2011,A65,63,0.15,0.0,0.3386,0.0187,-0.0562,0.0258,0.733,8.8541,0.815
2011,A65,63,0.15,0.25,2.7304,0.0874,-0.2718,0.157,0.614,8.8541,0.815
2011,A65,63,0.15,0.5,3.0872,0.0938,-0.2718,0.1635,0.631,8.8541,0.815
2011,A65,63,0.15,0.75,3.211,0.0959,-0.2718,0.1664,0.635,8.8541,0.815
2011,A65,63,0.15,1.0,3.3714,0.0985,-0.2718,0.1683,0.644,8.8541,0.815
2011,A65,63,0.2,0.0,0.474,0.025,-0.0749,0.0346,0.733,8.8541,0.815
2011,A65,63,0.2,0.25,2.7425,0.0877,-0.2718,0.1571,0.615,8.8541,0.815
2011,A65,63,0.2,0.5,3.0944,0.0939,-0.2718,0.1636,0.632,8.8541,0.815
2011,A65,63,0.2,0.75,3.2161,0.0959,-0.2718,0.1666,0.635,8.8541,0.815
2011,A65,63,0.2,1.0,3.3997,0.0989,-0.2718,0.1684,0.646,8.8541,0.815
2011,A65,63,0.3,0.0,0.7834,0.0375,-0.1121,0.0523,0.732,8.8541,0.815
2011,A65,63,0.3,0.25,2.7665,0.0881,-0.2718,0.1574,0.617,8.8541,0.815
2011,A65,63,0.3,0.5,3.1085,0.0941,-0.2718,0.1639,0.632,8.8541,0.815
2011,A65,63,0.3,0.75,3.2598,0.0967,-0.2718,0.1667,0.638,8.8541,0.815
2011,A65,63,0.3,1.0,3.4564,0.0998,-0.2718,0.1685,0.651,8.8541,0.815
2011,A65,63,0.4,0.0,1.1236,0.0491,-0.1492,0.0697,0.725,8.8541,0.815
2011,A65,63,0.4,0.25,2.7902,0.0885,-0.2718,0.1577,0.618,8.8541,0.815
2011,A65,63,0.4,0.5,3.122,0.0944,-0.2718,0.1642,0.633,8.8541,0.815
2011,A65,63,0.4,0.75,3.3135,0.0975,-0.2718,0.1668,0.643,8.8541,0.815
2011,A65,63,0.4,1.0,3.5136,0.1007,-0.2718,0.1686,0.655,8.8541,0.815
2011,A65,63,0.5,0.0,1.4922,0.0599,-0.1852,0.0869,0.714,8.8541,0.815
2011,A65,63,0.5,0.25,2.8137,0.089,-0.2718,0.1581,0.62,8.8541,0.815
2011,A65,63,0.5,0.5,3.1494,0.0948,-0.2718,0.1645,0.634,8.8541,0.815
2011,A65,63,0.5,0.75,3.3677,0.0984,-0.2718,0.167,0.647,8.8541,0.815
2011,A65,63,0.5,1.0,3.5712,0.1016,-0.2718,0.1687,0.659,8.8541,0.815
